ID,Source file and JSON path,Group,Exact screen/card,English source,Complete intended meaning,Current Kannada,Literal meaning of current Kannada,Missing meaning,Added meaning,Grammar problem,Spelling problem,Word-order problem,Register problem,Punctuation problem,Fragment composition,Display/narration/both,Runtime consumer,Proposed complete Kannada display,Proposed complete Kannada narration,Names/numbers/acronyms preserved,Human approval status,Defective,Reviewer correction,Reviewer decision,Reviewer name,Review date
kn.institution_overview.additional_details.core_values[1],backend/data/locales/kn.json#institution_overview.additional_details.core_values[1],4. Institution information,Institution information — institution_overview.additional_details.core_values[1],Quality & Excellence - Commitment to academic and operational excellence [cite: 99],"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Quality & Excellence - Commitment to academic and operational excellence [cite: 99]",ಗುಣಮಟ್ಟ ಮತ್ತು ಉತ್ಕೃಷ್ಟತೆ — ಶೈಕ್ಷಣಿಕ ಮತ್ತು ಕಾರ್ಯಾಚರಣಾ ಉತ್ಕೃಷ್ಟತೆಗೆ ಬದ್ಧತೆ,Working literal gloss: Quality & Excellence - Commitment to academic and operational excellence [cite: 99],No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend institutional content adapter/answer context + frontend locale-backed card,ಗುಣಮಟ್ಟ ಮತ್ತು ಉತ್ಕೃಷ್ಟತೆ — ಶೈಕ್ಷಣಿಕ ಮತ್ತು ಕಾರ್ಯಾಚರಣಾ ಉತ್ಕೃಷ್ಟತೆಗೆ ಬದ್ಧತೆ,ಗುಣಮಟ್ಟ ಮತ್ತು ಉತ್ಕೃಷ್ಟತೆ — ಶೈಕ್ಷಣಿಕ ಮತ್ತು ಕಾರ್ಯಾಚರಣಾ ಉತ್ಕೃಷ್ಟತೆಗೆ ಬದ್ಧತೆ.,REQUIRES REVIEW,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.institution_overview.additional_details.core_values[2],backend/data/locales/kn.json#institution_overview.additional_details.core_values[2],4. Institution information,Institution information — institution_overview.additional_details.core_values[2],Research & Innovation - Fostering a culture of continuous research and innovation [cite: 100],"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Research & Innovation - Fostering a culture of continuous research and innovation [cite: 100]",ಸಂಶೋಧನೆ ಮತ್ತು ನಾವೀನ್ಯತೆ — ನಿರಂತರ ಸಂಶೋಧನೆ ಮತ್ತು ನಾವೀನ್ಯತೆಯ ಸಂಸ್ಕೃತಿಯನ್ನು ಬೆಳೆಸುವುದು,Working literal gloss: Research & Innovation - Fostering a culture of continuous research and innovation [cite: 100],No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend institutional content adapter/answer context + frontend locale-backed card,ಸಂಶೋಧನೆ ಮತ್ತು ನಾವೀನ್ಯತೆ — ನಿರಂತರ ಸಂಶೋಧನೆ ಮತ್ತು ನಾವೀನ್ಯತೆಯ ಸಂಸ್ಕೃತಿಯನ್ನು ಬೆಳೆಸುವುದು,ಸಂಶೋಧನೆ ಮತ್ತು ನಾವೀನ್ಯತೆ — ನಿರಂತರ ಸಂಶೋಧನೆ ಮತ್ತು ನಾವೀನ್ಯತೆಯ ಸಂಸ್ಕೃತಿಯನ್ನು ಬೆಳೆಸುವುದು.,REQUIRES REVIEW,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.eligibility,backend/data/locales/kn.json#admissions_and_fees.eligibility,5. Admissions,Admissions card — eligibility,"10+2 with 45% aggregate Physics and Mathematics Chemistry, Biotechnology, Biology, Computer Science, or Electronics 45% aggregate marks SC/ST/Category-1/OBC: 40% aggregate marks (with relaxation) MBA: Graduation with minimum 50% aggregate","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: 10+2 with 45% aggregate Physics and Mathematics Chemistry, Biotechnology, Biology, Computer Science, or Electronics 45% aggregate marks SC/ST/Category-1/OBC: 40% aggregate marks (with relaxation) MBA: Graduation with minimum 50% aggregate","10+2 ರಲ್ಲಿ ಒಟ್ಟು 45% ಭೌತಶಾಸ್ತ್ರ ಮತ್ತು ಗಣಿತ ರಸಾಯನಶಾಸ್ತ್ರ, ಜೈವ ತಂತ್ರಜ್ಞಾನ, ಜೀವಶಾಸ್ತ್ರ, ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಅಥವಾ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್ ಸಾಮಾನ್ಯ: 45% ಒಟ್ಟು ಅಂಕಗಳು SC/ST/Category-1/OBC: 40% ಒಟ್ಟು ಅಂಕಗಳು (ಸಡಲಿಕೆಯೊಂದಿಗೆ) MBA: ಕನಿಷ್ಠ 50% ಒಟ್ಟು ಯೋಗ್ಯತೆಯೊಂದಿಗೆ ಪದವಿ","Working literal gloss: 10+2 with 45% aggregate Physics and Mathematics Chemistry, Biotechnology, Biology, Computer Science, or Electronics 45% aggregate marks SC/ST/Category-1/OBC: 40% aggregate marks (with relaxation) MBA: Graduation with minimum 50% aggregate",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,"10+2 ರಲ್ಲಿ ಒಟ್ಟು 45% ಭೌತಶಾಸ್ತ್ರ ಮತ್ತು ಗಣಿತ ರಸಾಯನಶಾಸ್ತ್ರ, ಜೈವ ತಂತ್ರಜ್ಞಾನ, ಜೀವಶಾಸ್ತ್ರ, ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಅಥವಾ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್ ಸಾಮಾನ್ಯ: 45% ಒಟ್ಟು ಅಂಕಗಳು SC/ST/Category-1/OBC: 40% ಒಟ್ಟು ಅಂಕಗಳು (ಸಡಲಿಕೆಯೊಂದಿಗೆ) MBA: ಕನಿಷ್ಠ 50% ಒಟ್ಟು ಯೋಗ್ಯತೆಯೊಂದಿಗೆ ಪದವಿ","10+2 ರಲ್ಲಿ ಒಟ್ಟು 45% ಭೌತಶಾಸ್ತ್ರ ಮತ್ತು ಗಣಿತ ರಸಾಯನಶಾಸ್ತ್ರ, ಜೈವ ತಂತ್ರಜ್ಞಾನ, ಜೀವಶಾಸ್ತ್ರ, ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಅಥವಾ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್ ಸಾಮಾನ್ಯ: 45% ಒಟ್ಟು ಅಂಕಗಳು SC/ST/Category-1/OBC: 40% ಒಟ್ಟು ಅಂಕಗಳು (ಸಡಲಿಕೆಯೊಂದಿಗೆ) MBA: ಕನಿಷ್ಠ 50% ಒಟ್ಟು ಯೋಗ್ಯತೆಯೊಂದಿಗೆ ಪದವಿ.",YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.entrance_exams[0],backend/data/locales/kn.json#admissions_and_fees.entrance_exams[0],5. Admissions,Admissions card — entrance_exams[0],KCET,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: KCET",KCET,Working literal gloss: KCET,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,KCET,KCET.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.entrance_exams[1],backend/data/locales/kn.json#admissions_and_fees.entrance_exams[1],5. Admissions,Admissions card — entrance_exams[1],COMEDK,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: COMEDK",COMEDK,Working literal gloss: COMEDK,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,COMEDK,COMEDK.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.entrance_exams[2],backend/data/locales/kn.json#admissions_and_fees.entrance_exams[2],5. Admissions,Admissions card — entrance_exams[2],Management,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Management",ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್,Working literal gloss: Management,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,Management,Management.,YES,READY_FOR_NATIVE_REVIEW,YES,,,,
kn.admissions_and_fees.entrance_exams[3],backend/data/locales/kn.json#admissions_and_fees.entrance_exams[3],5. Admissions,Admissions card — entrance_exams[3],KCET,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: KCET",KCET (ರಾಜ್ಯ ಕೌನ್ಸೆಲಿಂಗ್),Working literal gloss: KCET,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,KCET (ರಾಜ್ಯ ಕೌನ್ಸೆಲಿಂಗ್),KCET (ರಾಜ್ಯ ಕೌನ್ಸೆಲಿಂಗ್).,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.entrance_exams[4],backend/data/locales/kn.json#admissions_and_fees.entrance_exams[4],5. Admissions,Admissions card — entrance_exams[4],COMEDK,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: COMEDK",COMEDK (ಖಾಸಗಿ/ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಪ್ರವೇಶ),Working literal gloss: COMEDK,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,COMEDK (ಖಾಸಗಿ/ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಪ್ರವೇಶ),COMEDK (ಖಾಸಗಿ/ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಪ್ರವೇಶ).,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.entrance_exams[5],backend/data/locales/kn.json#admissions_and_fees.entrance_exams[5],5. Admissions,Admissions card — entrance_exams[5],Management Quota,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Management Quota",ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಕೋಟಾ (ನೇರ ಪ್ರವೇಶ ಲಭ್ಯ),Working literal gloss: Management Quota,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಕೋಟಾ (ನೇರ ಪ್ರವೇಶ ಲಭ್ಯ),ಮ್ಯಾನೇಜ್‌ಮೆಂಟ್ ಕೋಟಾ (ನೇರ ಪ್ರವೇಶ ಲಭ್ಯ).,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.fee_structures.ug_kcet,backend/data/locales/kn.json#admissions_and_fees.fee_structures.ug_kcet,8. Fees,Admissions card — fee_structures.ug_kcet,As per Government/KEA norms. Please contact Admission Block for the latest official KCET fee.,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: As per Government/KEA norms. Please contact Admission Block for the latest official KCET fee.",ಸರ್ಕಾರಿ/KEA ಮಾನದಂಡಗಳಿಗೆ ಅನುಗುಣವಾಗಿ. ಇತ್ತೀಚಿನ ಅಧಿಕೃತ KCET ಶುಲ್ಕಕ್ಕಾಗಿ ದಯವಿಟ್ಟು ಪ್ರವೇಶ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.,Working literal gloss: As per Government/KEA norms. Please contact Admission Block for the latest official KCET fee.,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,ಸರ್ಕಾರಿ/KEA ಮಾನದಂಡಗಳಿಗೆ ಅನುಗುಣವಾಗಿ. ಇತ್ತೀಚಿನ ಅಧಿಕೃತ KCET ಶುಲ್ಕಕ್ಕಾಗಿ ದಯವಿಟ್ಟು ಪ್ರವೇಶ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.,ಸರ್ಕಾರಿ/KEA ಮಾನದಂಡಗಳಿಗೆ ಅನುಗುಣವಾಗಿ. ಇತ್ತೀಚಿನ ಅಧಿಕೃತ KCET ಶುಲ್ಕಕ್ಕಾಗಿ ದಯವಿಟ್ಟು ಪ್ರವೇಶ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.fee_structures.additional_fees,backend/data/locales/kn.json#admissions_and_fees.fee_structures.additional_fees,8. Fees,Admissions card — fee_structures.additional_fees,"Hostel, examination, and other statutory fees may apply in addition to tuition. Visit the Admission Block for the complete schedule and payment options.","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Hostel, examination, and other statutory fees may apply in addition to tuition. Visit the Admission Block for the complete schedule and payment options.","ಶಿಕ್ಷಣ ಶುಲ್ಕದ ಜೊತೆಗೆ ವಸತಿ, ಪರೀಕ್ಷೆ ಮತ್ತು ಇತರ ವಿಧಿಬದ್ಧ ಶುಲ್ಕಗಳು ಅನ್ವಯವಾಗಬಹುದು. ಸಂಪೂರ್ಣ ವೇಳಾಪಟ್ಟಿ ಮತ್ತು ಪಾವತಿ ಆಯ್ಕೆಗಳಿಗಾಗಿ ಪ್ರವೇಶ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.","Working literal gloss: Hostel, examination, and other statutory fees may apply in addition to tuition. Visit the Admission Block for the complete schedule and payment options.",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,"ಶಿಕ್ಷಣ ಶುಲ್ಕದ ಜೊತೆಗೆ ವಸತಿ, ಪರೀಕ್ಷೆ ಮತ್ತು ಇತರ ವಿಧಿಬದ್ಧ ಶುಲ್ಕಗಳು ಅನ್ವಯವಾಗಬಹುದು. ಸಂಪೂರ್ಣ ವೇಳಾಪಟ್ಟಿ ಮತ್ತು ಪಾವತಿ ಆಯ್ಕೆಗಳಿಗಾಗಿ ಪ್ರವೇಶ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.","ಶಿಕ್ಷಣ ಶುಲ್ಕದ ಜೊತೆಗೆ ವಸತಿ, ಪರೀಕ್ಷೆ ಮತ್ತು ಇತರ ವಿಧಿಬದ್ಧ ಶುಲ್ಕಗಳು ಅನ್ವಯವಾಗಬಹುದು. ಸಂಪೂರ್ಣ ವೇಳಾಪಟ್ಟಿ ಮತ್ತು ಪಾವತಿ ಆಯ್ಕೆಗಳಿಗಾಗಿ ಪ್ರವೇಶ ವಿಭಾಗವನ್ನು ಸಂಪರ್ಕಿಸಿ.",YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.scholarships,backend/data/locales/kn.json#admissions_and_fees.scholarships,5. Admissions,Admissions card — scholarships,"SSP - Post-Metric Scholarship for SC/ST Students Fee Reimbursement for SC/ST Students Fee Concession for Category I, II, and III Students National Scholarship Portal (NSP) - Minority Religion Scholarship Defence Scholarship","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: SSP - Post-Metric Scholarship for SC/ST Students Fee Reimbursement for SC/ST Students Fee Concession for Category I, II, and III Students National Scholarship Portal (NSP) - Minority Religion Scholarship Defence Scholarship","SSP — SC/ST ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಪೋಸ್ಟ್-ಮೆಟ್ರಿಕ್ ವಿದ್ಯಾರ್ಥಿವೇತನ; SC/ST ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಶುಲ್ಕ ಮರುಪಾವತಿ; ವರ್ಗ I, II ಮತ್ತು III ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಶುಲ್ಕ ರಿಯಾಯಿತಿ; National Scholarship Portal (NSP) — ಅಲ್ಪಸಂಖ್ಯಾತ ಧರ್ಮ ವಿದ್ಯಾರ್ಥಿವೇತನ; ರಕ್ಷಣಾ ವಿದ್ಯಾರ್ಥಿವೇತನ","Working literal gloss: SSP - Post-Metric Scholarship for SC/ST Students Fee Reimbursement for SC/ST Students Fee Concession for Category I, II, and III Students National Scholarship Portal (NSP) - Minority Religion Scholarship Defence Scholarship",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,"SSP — SC/ST ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಪೋಸ್ಟ್-ಮೆಟ್ರಿಕ್ ವಿದ್ಯಾರ್ಥಿವೇತನ; SC/ST ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಶುಲ್ಕ ಮರುಪಾವತಿ; ವರ್ಗ I, II ಮತ್ತು III ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಶುಲ್ಕ ರಿಯಾಯಿತಿ; National Scholarship Portal (NSP) — ಅಲ್ಪಸಂಖ್ಯಾತ ಧರ್ಮ ವಿದ್ಯಾರ್ಥಿವೇತನ; ರಕ್ಷಣಾ ವಿದ್ಯಾರ್ಥಿವೇತನ","SSP — SC/ST ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಪೋಸ್ಟ್-ಮೆಟ್ರಿಕ್ ವಿದ್ಯಾರ್ಥಿವೇತನ; SC/ST ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಶುಲ್ಕ ಮರುಪಾವತಿ; ವರ್ಗ I, II ಮತ್ತು III ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಶುಲ್ಕ ರಿಯಾಯಿತಿ; National Scholarship Portal (NSP) — ಅಲ್ಪಸಂಖ್ಯಾತ ಧರ್ಮ ವಿದ್ಯಾರ್ಥಿವೇತನ; ರಕ್ಷಣಾ ವಿದ್ಯಾರ್ಥಿವೇತನ.",YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.be_programs.qualification,backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.be_programs.qualification,5. Admissions,Admissions card — additional_details.admission_and_eligibility.be_programs.qualification,10+2 with 45% aggregate,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: 10+2 with 45% aggregate",10+2 ರಲ್ಲಿ ಒಟ್ಟು 45%,Working literal gloss: 10+2 with 45% aggregate,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,10+2 ರಲ್ಲಿ ಒಟ್ಟು 45%,10+2 ರಲ್ಲಿ ಒಟ್ಟು 45%.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.be_programs.compulsory_subjects,backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.be_programs.compulsory_subjects,5. Admissions,Admissions card — additional_details.admission_and_eligibility.be_programs.compulsory_subjects,Physics and Mathematics,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Physics and Mathematics",ಭೌತಶಾಸ್ತ್ರ ಮತ್ತು ಗಣಿತ,Working literal gloss: Physics and Mathematics,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,ಭೌತಶಾಸ್ತ್ರ ಮತ್ತು ಗಣಿತ,ಭೌತಶಾಸ್ತ್ರ ಮತ್ತು ಗಣಿತ.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.be_programs.optional_subjects,backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.be_programs.optional_subjects,5. Admissions,Admissions card — additional_details.admission_and_eligibility.be_programs.optional_subjects,"Chemistry, Biotechnology, Biology, Computer Science, or Electronics","Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: Chemistry, Biotechnology, Biology, Computer Science, or Electronics","ರಸಾಯನಶಾಸ್ತ್ರ, ಜೈವ ತಂತ್ರಜ್ಞಾನ, ಜೀವಶಾಸ್ತ್ರ, ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಅಥವಾ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್","Working literal gloss: Chemistry, Biotechnology, Biology, Computer Science, or Electronics",No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,"ರಸಾಯನಶಾಸ್ತ್ರ, ಜೈವ ತಂತ್ರಜ್ಞಾನ, ಜೀವಶಾಸ್ತ್ರ, ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಅಥವಾ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್","ರಸಾಯನಶಾಸ್ತ್ರ, ಜೈವ ತಂತ್ರಜ್ಞಾನ, ಜೀವಶಾಸ್ತ್ರ, ಕಂಪ್ಯೂಟರ್ ಸೈನ್ಸ್ ಅಥವಾ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್.",YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.be_programs.requirements_general,backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.be_programs.requirements_general,5. Admissions,Admissions card — additional_details.admission_and_eligibility.be_programs.requirements_general,45% aggregate marks,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: 45% aggregate marks",ಸಾಮಾನ್ಯ ವರ್ಗ: ಒಟ್ಟು 45% ಅಂಕಗಳು,Working literal gloss: 45% aggregate marks,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,ಸಾಮಾನ್ಯ ವರ್ಗ: ಒಟ್ಟು 45% ಅಂಕಗಳು,ಸಾಮಾನ್ಯ ವರ್ಗ: ಒಟ್ಟು 45% ಅಂಕಗಳು.,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.be_programs.requirements_reserved,backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.be_programs.requirements_reserved,5. Admissions,Admissions card — additional_details.admission_and_eligibility.be_programs.requirements_reserved,SC/ST/Category-1/OBC: 40% aggregate marks (with relaxation),"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: SC/ST/Category-1/OBC: 40% aggregate marks (with relaxation)",SC/ST/Category-1/OBC: ಒಟ್ಟು 40% ಅಂಕಗಳು (ಸಡಲಿಕೆಯೊಂದಿಗೆ),Working literal gloss: SC/ST/Category-1/OBC: 40% aggregate marks (with relaxation),No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,None; stored as a complete source value.,both,backend admissions adapter/narration + frontend admissions card locale imports,SC/ST/Category-1/OBC: ಒಟ್ಟು 40% ಅಂಕಗಳು (ಸಡಲಿಕೆಯೊಂದಿಗೆ),SC/ST/Category-1/OBC: ಒಟ್ಟು 40% ಅಂಕಗಳು (ಸಡಲಿಕೆಯೊಂದಿಗೆ).,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
kn.admissions_and_fees.additional_details.admission_and_eligibility.be_programs.entrance_exams[0],backend/data/locales/kn.json#admissions_and_fees.additional_details.admission_and_eligibility.be_programs.entrance_exams[0],5. Admissions,Admissions card — additional_details.admission_and_eligibility.be_programs.entrance_exams[0],KCET,"Communicate the complete English source meaning without omitting qualifiers, actions, names, numbers, fees, or acronyms: KCET",KCET (ರಾಜ್ಯ ಕೌನ್ಸೆಲಿಂಗ್),Working literal gloss: KCET,No omission established by desk review; native reviewer must verify every clause.,No added fact established by desk review; native reviewer must verify register and implications.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,No specific defect established; native review required.,Stored list item; the runtime composes it with sibling items. Review the composed sentence before approval.,both,backend admissions adapter/narration + frontend admissions card locale imports,KCET (ರಾಜ್ಯ ಕೌನ್ಸೆಲಿಂಗ್),KCET (ರಾಜ್ಯ ಕೌನ್ಸೆಲಿಂಗ್).,YES,READY_FOR_NATIVE_REVIEW,NO,,,,
